""	"LDD0R1"	"LDD0R2"	"LDD0R3"	"LDD10CF70R1"	"LDD10CF70R2"	"LDD10CF70R3"	"LDD10MHPR1"	"LDD10MHPR2"	"LDD10MHPR3"	"LDD10MLPR1"	"LDD10MLPR2"	"LDD10MLPR3"	"LDD10MR1"	"LDD10MR2"	"LDD10MR3"	"LDD10NUSR1"	"LDD10NUSR2"	"LDD10NUSR3"	"LDD10OKAR1"	"LDD10OKAR2"	"LDD10OKAR3"	"LDD10PKMR1"	"LDD10PKMR2"	"LDD10PKMR3"	"LDD10PR1"	"LDD10PR2"	"LDD10PR3"	"LDD10RIBR1"	"LDD10RIBR2"	"LDD10RIBR3"	"LDD10SBMR1"	"LDD10SBMR2"	"LDD10SBMR3"	"LDD5CF70R1"	"LDD5CF70R2"	"LDD5CF70R3"	"LDD5MHPR1"	"LDD5MHPR2"	"LDD5MHPR3"	"LDD5MLPR1"	"LDD5MLPR2"	"LDD5MLPR3"	"LDD5MR1"	"LDD5MR2"	"LDD5MR3"	"LDD5NUSR1"	"LDD5NUSR2"	"LDD5NUSR3"	"LDD5OKAR1"	"LDD5OKAR2"	"LDD5OKAR3"	"LDD5PKMR1"	"LDD5PKMR2"	"LDD5PKMR3"	"LDD5PR1"	"LDD5PR2"	"LDD5PR3"	"LDD5RIBR1"	"LDD5RIBR2"	"LDD5RIBR3"	"LDD5SBMR1"	"LDD5SBMR2"	"LDD5SBMR3"	"WTD0R1"	"WTD0R2"	"WTD0R3"	"WTD10CF70R1"	"WTD10CF70R2"	"WTD10CF70R3"	"WTD10MHPR1"	"WTD10MHPR2"	"WTD10MHPR3"	"WTD10MLPR1"	"WTD10MLPR2"	"WTD10MLPR3"	"WTD10MR1"	"WTD10MR2"	"WTD10MR3"	"WTD10NUSR1"	"WTD10NUSR2"	"WTD10NUSR3"	"WTD10OKAR1"	"WTD10OKAR2"	"WTD10OKAR3"	"WTD10PKMR1"	"WTD10PKMR2"	"WTD10PKMR3"	"WTD10PR1"	"WTD10PR2"	"WTD10PR3"	"WTD10RIBR1"	"WTD10RIBR2"	"WTD10RIBR3"	"WTD10SBMR1"	"WTD10SBMR2"	"WTD10SBMR3"	"WTD5CF70R2"	"WTD5CF70R3"	"WTD5MHPR1"	"WTD5MHPR2"	"WTD5MHPR3"	"WTD5MLPR1"	"WTD5MLPR2"	"WTD5MLPR3"	"WTD5MR1"	"WTD5MR2"	"WTD5MR3"	"WTD5NUSR1"	"WTD5NUSR2"	"WTD5NUSR3"	"WTD5OKAR1"	"WTD5OKAR2"	"WTD5OKAR3"	"WTD5PKMR1"	"WTD5PKMR2"	"WTD5PKMR3"	"WTD5PR1"	"WTD5PR2"	"WTD5PR3"	"WTD5RIBR1"	"WTD5RIBR2"	"WTD5RIBR3"	"WTD5SBMR1"	"WTD5SBMR2"	"WTD5SBMR3"
"LDD10PR1"	0.905185494500868	0.904311378675075	0.902229949485417	0.796431481784412	0.824245187226724	0.808008273273336	0.719272733411413	0.72216453411129	0.719956078748517	0.56181365064481	0.512207507796329	0.658125677839877	0.742306865893637	0.7173771946836	0.724244235668385	0.837282002364225	0.826515284433682	0.826715070058281	0.775925317371505	0.709060154854548	0.770508741179555	0.742357739331093	0.760291178992534	0.750050826649046	0	0.351463043457092	0.308002905144298	0.65026927076587	0.751584802812634	0.789029103617482	0.685628478819376	0.673606218581809	0.673924091737486	0.852563305921929	0.733667656928348	0.777150456036527	0.735172707022385	0.885002938852329	0.894503639734693	0.760469531739939	0.679963522372216	0.709547124591587	0.873563227718388	0.877517682248543	0.872852051925471	0.844397870608576	0.751333257163095	0.762365326119286	0.864301221035774	0.859073219097971	0.842784745182583	0.854142586811968	0.852668327292909	0.846595861604568	0.675248690320678	0.48506128837	0.605975403423464	0.840678689840992	0.870719935810974	0.834013205103194	0.856140141745392	0.85705373480279	0.862931412365597	0.938572225225466	0.943773670012123	0.928445667388534	0.807521904292719	0.600007585093634	0.768092977358919	0.865152132567201	0.753087458910608	0.826724516809919	0.783609271111127	0.80508929945126	0.748006298693684	0.803942518036123	0.790236609400003	0.847426897530645	0.912185045470681	0.873868587029012	0.90839625816096	0.777217652530191	0.729945033022433	0.76117485369493	0.743317921007187	0.741762044419755	0.729333373125713	0.69955878223898	0.672583486740788	0.727459138492727	0.689013097017354	0.78820484522022	0.821332212855461	0.791534781008466	0.80246915580164	0.830374171568941	0.9087567270357	0.850786332982586	0.899095019147768	0.862258933186775	0.892630383418419	0.833416800212301	0.826951946854576	0.833789350876194	0.897749536563058	0.890081162553282	0.901739091829918	0.913294250559877	0.904186930227389	0.895182816855222	0.863690580448308	0.88709283230561	0.88954216717342	0.863356861637827	0.829255291175249	0.838943100466697	0.838730038734966	0.793970758761163	0.786061113505953	0.791537388023298	0.866690475677722	0.727294307468626	0.861742178854433	0.730010102126479	0.890479167158662
"LDD10PR2"	0.933099071473771	0.933037420736615	0.931301262591627	0.823125998307824	0.878707191908337	0.858352272513878	0.919805883580113	0.905193558655582	0.914547900996659	0.583258375390422	0.54147487389398	0.669881806499542	0.920837474487464	0.91586341552113	0.923333850492731	0.916636503015239	0.906269876824259	0.919555183692556	0.846951604028487	0.817516281296725	0.824432274766121	0.788467117677134	0.779195080193486	0.78035315677004	0.351463043457092	0	0.540383399574822	0.822707866229523	0.807831598288961	0.835320010393922	0.868290602710779	0.853780054594628	0.852298587180274	0.926773484335846	0.929974910271727	0.931784908454775	0.928760707041306	0.931003355939402	0.930025199388508	0.801794797698021	0.653435726818763	0.735023266627655	0.925509677149882	0.928569935922089	0.924340252881988	0.927312585499939	0.921684208113549	0.921591324991169	0.914951900322308	0.904050632352898	0.905025124349035	0.927960588141221	0.923871451898629	0.923024181864622	0.718650366882384	0.443823067464741	0.634847681356248	0.906846415950942	0.920584257953275	0.917946928159625	0.909132778229732	0.911383990564057	0.914433449461018	0.948903572632013	0.947532520676319	0.946795413665142	0.833989516847401	0.80889364412137	0.840050168839627	0.930865862518503	0.927503023067961	0.917753635506269	0.741494623527997	0.813716512131433	0.715329458687315	0.925790589019418	0.914830332501275	0.929120854443315	0.935078807723888	0.937559625073959	0.928923804595819	0.815851512654629	0.84411643765138	0.829451277268788	0.771889957842896	0.779914912570715	0.785597474463112	0.681037243208092	0.611192770416638	0.693010424838445	0.825356689333478	0.814177477868085	0.83455006309073	0.881871354101561	0.899032244839597	0.924228002520183	0.944407989468112	0.939397391815122	0.933989171759609	0.934958763275309	0.93412323177408	0.81808269767967	0.807443253918221	0.824645925490001	0.936555459143615	0.932035940496331	0.939352020066783	0.94544178237722	0.942605787482016	0.937035640677625	0.928046873501555	0.934532584112334	0.931756386632714	0.936229211138686	0.910121609485506	0.92632806882358	0.82460927844961	0.767551939930747	0.76990332518598	0.930887543987711	0.922503793775263	0.927978598950606	0.925025190815591	0.929114009246411	0.937177854941845
"LDD10PR3"	0.896049092809603	0.893233015097855	0.891425619867944	0.816725998684076	0.814671486244212	0.830002857394007	0.624348586104425	0.626562916215206	0.644833664431837	0.597307963575218	0.508860731844287	0.645446125768984	0.738201636719776	0.618364341534177	0.626023201590405	0.833577539238618	0.813920696191387	0.823689094812095	0.780408589489431	0.715233764782152	0.785603627078013	0.767409456414881	0.789082754458196	0.776004463010987	0.308002905144298	0.540383399574822	0	0.589700263240084	0.768893453120494	0.806823681012767	0.676130918469474	0.674755616898897	0.65898430589765	0.845193461817316	0.69751818872164	0.769805946977107	0.640897822380757	0.883451138929935	0.886749026240679	0.777830218819483	0.733101689151492	0.732170137601099	0.858448955407524	0.866576675478426	0.859928432108027	0.829952935627422	0.747381177491	0.751832233797007	0.848127648042294	0.855635810626633	0.83414544615969	0.858580931980762	0.859010842422526	0.844997769922951	0.744371887013204	0.604718667371761	0.625804208692363	0.833167365550368	0.863635776089824	0.829239449781333	0.848095981915179	0.848372531076031	0.860847517623067	0.929991881541414	0.934551536101415	0.919239535441752	0.831987280807155	0.575431299204996	0.792310821358652	0.858938796310452	0.75533932320781	0.820444562141048	0.765303804673346	0.811191719491274	0.756064298796957	0.797104783773595	0.7888023451415	0.840481852623567	0.907648014009256	0.879314754024516	0.904369032860788	0.796999440971549	0.74393601853502	0.77527899041873	0.763071335768876	0.754891542597187	0.746964572067872	0.690495546633439	0.666156056575754	0.740760095947427	0.701072369237263	0.797914678443383	0.83786765424915	0.779134251353902	0.784216196482835	0.814637898308029	0.900680531393326	0.84344506074864	0.894497526222046	0.857239703473471	0.886020701277149	0.828538957488657	0.819455985713959	0.832977141669183	0.889043896844009	0.881537936243933	0.893116056487428	0.912101414755344	0.896755954811488	0.887506103969601	0.854956074230529	0.878501536891928	0.880906302887327	0.868505902014639	0.820294774873333	0.8442069110444	0.821860764711945	0.783381737942629	0.766112592278258	0.783201721619482	0.857845997038332	0.706776548197105	0.852968243789556	0.69579168256154	0.882872246665415
"LDD10RIBR1"	0.81650816536035	0.815791255648129	0.811534331540835	0.479812875162653	0.742064275436481	0.724542121433696	0.57507409456717	0.644096591632959	0.580540008499663	0.801751398036471	0.75822517865477	0.713732603166447	0.66506977917277	0.558700499484522	0.563462821311302	0.80847629696464	0.754931787358179	0.815205626364329	0.729708946722369	0.587481358194784	0.683324833044981	0.457480438013467	0.515132088637278	0.57063318531181	0.65026927076587	0.822707866229523	0.589700263240084	0	0.393012846288277	0.41548964818502	0.634844756926464	0.614907902776944	0.610051249794851	0.769320941940878	0.632604816447956	0.696522558631552	0.583351192426071	0.879618226874058	0.815773503554415	0.795446768723169	0.684717259892592	0.811290255680316	0.79497507256464	0.796513793498821	0.793979711525392	0.770408346475199	0.684365862979213	0.692152863860034	0.779986682208387	0.78997967811617	0.756336413704995	0.85323296873378	0.855491611624396	0.803571898678809	0.762241334310745	0.77963865252154	0.755876738091048	0.760305755248909	0.787701005172212	0.757345138681982	0.788700833260424	0.789970347123139	0.792953546886823	0.920615541711076	0.926967212440213	0.911740612432176	0.661707901157198	0.483402409503738	0.677041699941347	0.79784857425542	0.693817984060769	0.7601296016337	0.847095222402081	0.721018326461972	0.746174864311054	0.741903441133979	0.719457421799191	0.771574437433125	0.904036513148017	0.865396390801516	0.902542181128968	0.781116060227823	0.663219229763311	0.687676971860512	0.663155359370825	0.536494520264681	0.603758097339057	0.728766401418682	0.731990918311744	0.751214936206503	0.318720694994736	0.451640730626918	0.443269950250493	0.723563773508723	0.737156245124077	0.765551547873127	0.881054559151202	0.824949863728419	0.889489751951886	0.78624829895601	0.849003979830767	0.897038843932936	0.823076849758661	0.8655419987856	0.815973528527825	0.798211923035475	0.819627997562311	0.841291483019298	0.827374596682418	0.816687482325141	0.790023565974941	0.766991317363338	0.80450588725797	0.812920447747309	0.780249810834313	0.78224484126307	0.814216291991084	0.790319182780003	0.801393937559546	0.714755949451525	0.777309043422781	0.629471769832334	0.766441813753216	0.64915241732507	0.775533542597563
"LDD10RIBR2"	0.744355353377533	0.770778544669678	0.747232249570535	0.506275030626283	0.712132580127561	0.690425885916584	0.752965856799612	0.848069944600741	0.758458640774636	0.769564946154393	0.709751015090257	0.68164663628744	0.749413259039298	0.735234329733099	0.718322260166355	0.821739958457639	0.694541818654174	0.81764052033837	0.691519155523552	0.597292631486098	0.603368113902788	0.478718404403653	0.501229151640907	0.585330219112461	0.751584802812634	0.807831598288961	0.768893453120494	0.393012846288277	0	0.405214312723678	0.742911305940578	0.729167083526129	0.732622556862797	0.691115926054623	0.759654571668697	0.697731171798135	0.754393764228272	0.868650944776398	0.778094765908401	0.780935718223413	0.648050140342096	0.794100115320158	0.731512724205357	0.734584603528627	0.73780644296704	0.708695113854179	0.675349054993284	0.656903443354234	0.714449870265452	0.764575224152631	0.683976125514489	0.745097579473926	0.81103251086313	0.701229585090599	0.701124687823075	0.757912743589376	0.662453110456413	0.683650288134702	0.706671787505699	0.693436517008485	0.711126788319448	0.714696480284974	0.726633649305272	0.886715014251933	0.901793417400795	0.883392430831383	0.608299503806567	0.61997870836625	0.644727540219296	0.774834225636274	0.790205325339919	0.748510617196283	0.820536456649695	0.694111193539105	0.7405665135621	0.788269324010858	0.757825548036204	0.770729977855478	0.856942922964456	0.842592652211729	0.836521795787203	0.761846833783189	0.674575831485743	0.660113947999491	0.60200982930358	0.483306780107101	0.541530445293953	0.700372716179632	0.716216707444359	0.698701733799577	0.403627605554638	0.400819785431373	0.412452698160023	0.73409429809351	0.744035485295849	0.767748212544683	0.843413954459814	0.81397175023026	0.864714743090126	0.75232177513611	0.817645003356259	0.887072363426066	0.785879554429389	0.854065410775195	0.781768495911074	0.720526057415191	0.777224508738127	0.808312424915051	0.772766311661328	0.713297735249526	0.629048524745358	0.666372536063721	0.679945107803427	0.685098209198556	0.658635051799697	0.673771672994924	0.777642691738979	0.746208487549595	0.761694023309902	0.70595273700885	0.6676453021515	0.698452754154749	0.691243057431645	0.734561046242938	0.696051726906601
"LDD10RIBR3"	0.747696923693554	0.794948830286798	0.737139852311921	0.41036792482009	0.684948857538302	0.718111397679494	0.713457836454217	0.847774601316669	0.754816100337914	0.81838522685057	0.806608243730835	0.759008867525572	0.710895694753226	0.702606278606705	0.69306258264143	0.827271936181633	0.683953833062391	0.834017525819057	0.69508189316806	0.646634596890788	0.621550293769997	0.46604851316765	0.524124671606397	0.628661369016141	0.789029103617482	0.835320010393922	0.806823681012767	0.41548964818502	0.405214312723678	0	0.708548719824831	0.693170985725707	0.696695908445651	0.686338730866541	0.722165339782009	0.700011969469562	0.715534296524092	0.874462192774995	0.740186725990896	0.798174233062767	0.64168560511663	0.813472318055577	0.708932941526892	0.711058090873082	0.751106441853845	0.686675703425179	0.699068785190225	0.702535287884148	0.703091502928192	0.790983478984196	0.679293945329099	0.820829713092301	0.837535407481279	0.770281269245465	0.769054402598805	0.780901562496722	0.706296709423484	0.667740219131088	0.698646161430323	0.673014069909102	0.702503053641672	0.704831941340472	0.72190019910887	0.892559222450116	0.913451973281772	0.889298165021591	0.604439257615483	0.602074602720449	0.640741144723068	0.730183399146209	0.754589311912113	0.705597304760335	0.88891551837342	0.745147056692252	0.787731778544451	0.779498552191612	0.71736819115328	0.730970682524978	0.870472964766605	0.838094086065983	0.871922267444111	0.800805453681374	0.640951184209768	0.639032590211727	0.704365050765045	0.553116446604918	0.521841964749317	0.766627737947325	0.748667179420916	0.783786599462025	0.431609947368092	0.388189336498137	0.423443530140318	0.695994121835166	0.71138218466149	0.725980350484509	0.853293683491592	0.827612414048601	0.873633175908511	0.737174232903296	0.83179263021472	0.89931142520918	0.796179468183706	0.869169523901541	0.749509830412587	0.723539201548223	0.743862841864422	0.823165951037911	0.748468076979897	0.830905615875727	0.806870399479008	0.710884611075416	0.824304463767028	0.720784450484224	0.692552968143943	0.687911598508646	0.753725114870766	0.769231657936877	0.757203772674612	0.6863909377206	0.734849172527971	0.672921690432836	0.754864932268285	0.782225498747042	0.77903806423925
"LDD10SBMR1"	0.793133502122659	0.830377001964597	0.775593301793179	0.598195492503525	0.449513917583325	0.750625327801098	0.587202139050911	0.70329980043401	0.588825080342875	0.825134658068686	0.799240348250375	0.834007702240253	0.449427825655835	0.434639661196822	0.592824804478133	0.823655853236654	0.578396944146921	0.824544466075793	0.634160328445745	0.63303543813687	0.503644437675672	0.693495635679675	0.675493638902605	0.813913948024203	0.685628478819376	0.868290602710779	0.676130918469474	0.634844756926464	0.742911305940578	0.708548719824831	0	0.210136217288073	0.117942381025609	0.701009065769764	0.310478986171474	0.535000047476416	0.507160455538693	0.884386157511246	0.649969309752956	0.774173834645548	0.728178561446118	0.798578344743219	0.742279584180085	0.717118817442903	0.785929572070822	0.470096777815372	0.327843090838011	0.669371842268059	0.719272774286408	0.816617602459493	0.607285925478381	0.879302710383024	0.878634561168542	0.822857279795422	0.772055624388432	0.779932247065703	0.681202574219229	0.463992160310301	0.573431185332689	0.665556784745306	0.596021858444245	0.630628367665894	0.619425275596691	0.936736560085398	0.943378611366147	0.927773639022248	0.680974607585256	0.54083602324673	0.734279699687305	0.422533669271982	0.540172077784525	0.581114358872	0.854110318624422	0.819650547702793	0.845575358959412	0.747400805722316	0.396212315328638	0.404479116910605	0.926772466706819	0.875086608724777	0.920733354339314	0.822602916494377	0.480852562665647	0.528250062302361	0.815030408288593	0.8393796661771	0.703709312332928	0.862600223542765	0.847048512143516	0.902390333196907	0.680701899432582	0.758019712684207	0.796704497654174	0.289893460671095	0.429029838594751	0.540088176678644	0.896258993287755	0.857070687811362	0.895062659332686	0.746508836206736	0.853269468752762	0.876917115791453	0.781595894784805	0.855144256457226	0.599843376768031	0.747956957003257	0.669486071235514	0.852564910846807	0.792330367662608	0.888791564232778	0.851480440777319	0.767138543675611	0.868151894699698	0.750318331613947	0.723080364739506	0.69461137625091	0.606045315561927	0.757658882246391	0.649194849058473	0.591536655015357	0.824598344353968	0.618028203017049	0.786631235006178	0.696852506264888	0.827787152129073
"LDD10SBMR2"	0.799371060648916	0.837062122591403	0.781980595428113	0.620440094075899	0.469404593111561	0.744569163820473	0.590038545038299	0.727794981526293	0.638993594272083	0.824718698092065	0.803719205934466	0.807042918649877	0.456108819757491	0.435195728219301	0.595368242298617	0.830116593639529	0.586707316078256	0.832377064764201	0.649583234645216	0.607656207776911	0.537700182189094	0.683752445571878	0.664855571780083	0.802514526646898	0.673606218581809	0.853780054594628	0.674755616898897	0.614907902776944	0.729167083526129	0.693170985725707	0.210136217288073	0	0.138925379802498	0.712215248122075	0.221773244881018	0.546709514398959	0.507446178928612	0.897182322271042	0.657981958359776	0.792902939677891	0.727679569702781	0.816277894407147	0.75249184330093	0.724962364372076	0.796003283781072	0.483914169094239	0.334768748438018	0.678738612604191	0.732911849373983	0.825663683396718	0.622141798492246	0.889794999585388	0.891162800017057	0.838544563498107	0.788271060576904	0.801914360493917	0.705983518735647	0.472829591481949	0.581907325905416	0.674744209536551	0.607259776245416	0.641633018131067	0.733450761411516	0.947554279634216	0.954239526956271	0.939181451244376	0.666793596918358	0.521154773167675	0.72425674006758	0.425536862448514	0.541362465012485	0.588038011554412	0.865872601290042	0.81123301396588	0.834118539016972	0.754872277529187	0.394336648249332	0.414126974284897	0.938861192243732	0.887991975838553	0.926258009841092	0.809706286189396	0.46760680226869	0.513601254470168	0.804361006207523	0.82544159558982	0.693135787983903	0.863512825510629	0.843848153202487	0.887087922317037	0.666225378474313	0.748423528997915	0.780694750089049	0.291209218441723	0.424344545104041	0.543037221147221	0.908028547166229	0.865657692405631	0.903880657349675	0.75529773886226	0.861471653005864	0.896289189841584	0.79212067614394	0.859369048405666	0.610836492670222	0.757432950412609	0.68159158014422	0.854010275557445	0.803098204792909	0.894145419321216	0.865511495039154	0.776879715249153	0.87789306627324	0.76326681407454	0.73851186757307	0.702121517746998	0.608422173679969	0.777852422452586	0.655188107971361	0.596449565856599	0.835736952238587	0.614702218670486	0.806737173449593	0.692939737679463	0.838222016646371
"LDD10SBMR3"	0.80668203210589	0.84284192329977	0.788030902646637	0.620319393831743	0.47096672543018	0.74879513000467	0.584615450677225	0.719944672306068	0.628797936243019	0.828129348060971	0.807417746773776	0.787839825151573	0.460609304873793	0.430017284869016	0.590181146480694	0.826911425950997	0.587857741860502	0.829196678718924	0.651999655475891	0.620344407706031	0.537998749963888	0.683406619828681	0.666884580905389	0.805532424920186	0.673924091737486	0.852298587180274	0.65898430589765	0.610051249794851	0.732622556862797	0.696695908445651	0.117942381025609	0.138925379802498	0	0.708454829303538	0.265847297175127	0.544208253950217	0.502374460821384	0.89304089771179	0.660737958366572	0.793348657675393	0.727784814909589	0.814294200827864	0.754764864810539	0.728365208320663	0.79742534177399	0.482141558542095	0.33085360133674	0.679675082037709	0.7320451020897	0.831569767004679	0.616800330735403	0.885600186207142	0.886115043351332	0.83453875536256	0.784310911144828	0.799357843417045	0.703969168715539	0.474504572428657	0.584024646037423	0.676748045022293	0.612837522574177	0.642705553978617	0.651465558254895	0.945405937682312	0.952047866814413	0.937118080405731	0.673884303196741	0.520438365373511	0.724049466175863	0.428534738318583	0.542887711210164	0.591090021637478	0.861186671779069	0.813673989084479	0.835577512552416	0.758776871701692	0.395842439429585	0.417699978574678	0.932861114749135	0.884927128001626	0.927839683525912	0.818188255568303	0.474379068567566	0.522673635735349	0.80530366371078	0.830192662503548	0.697124247571638	0.861955034444463	0.842688627317392	0.885893813500128	0.672266480310014	0.750058963450097	0.783838618674106	0.252083944465007	0.401951351684741	0.534048498141651	0.903820677916508	0.863069377296146	0.905405786675453	0.756863163416479	0.863700314226078	0.89569828820251	0.790743455709384	0.863216684405958	0.605626605396305	0.755866858432797	0.676397480881095	0.848963111013865	0.798138830901454	0.89538462605563	0.860934017918194	0.772379308929784	0.873641831647312	0.75724103925264	0.732159357731686	0.702488448572455	0.61104509254112	0.776066315260998	0.655661654318796	0.597870357442706	0.830067166211274	0.611525277190815	0.804460017158512	0.686762140330019	0.833027917383246
"LDD5CF70R1"	0.502692111572475	0.486378519419844	0.490231205569008	0.654075260974741	0.634348018591959	0.713756237389593	0.654956748210856	0.803459567461159	0.702545850363224	0.858188959034027	0.866896281383075	0.859297745469024	0.632024150262522	0.613664372659752	0.615191844399941	0.763065952273434	0.536807960997983	0.782422798975464	0.67464238928427	0.681809119262994	0.6451448945096	0.696748769720552	0.717483768231226	0.834796268611517	0.852563305921929	0.926773484335846	0.845193461817316	0.769320941940878	0.691115926054623	0.686338730866541	0.701009065769764	0.712215248122075	0.708454829303538	0	0.608515012651519	0.28784281730007	0.608324076524526	0.793717673292737	0.642308183743661	0.798716968939203	0.751219831420848	0.782406878330137	0.535362367685666	0.528938545628804	0.601039713534556	0.5279473964479	0.554701062228845	0.450341454346457	0.586075837158667	0.736584343429759	0.5596934890979	0.559292504470275	0.617780370583053	0.613203124081016	0.748998411747295	0.760021611783134	0.64948849803017	0.381972743341596	0.307970602937758	0.215579393147091	0.581797638444467	0.588627786858139	0.680227796989057	0.598991259896821	0.831779721249252	0.625800554469446	0.670951662351413	0.654774474700295	0.728976882679288	0.638459691792092	0.66455401680352	0.627203501430042	0.902790449277722	0.787433702940561	0.883535898883952	0.725752969439745	0.640655568086635	0.634388126284022	0.794598965182701	0.767124106950935	0.813844817195387	0.838328566332293	0.636230898823302	0.651750261676485	0.822219700873811	0.845580799120928	0.714598563989601	0.887581270383798	0.861936418545563	0.915249736801525	0.748830351387294	0.720592133256422	0.747192463622904	0.701918887983145	0.645654015996547	0.681626221368155	0.304968132560569	0.323019930522445	0.775412125008032	0.628380623240981	0.711637889431617	0.884347802425856	0.758801579628158	0.867037552599639	0.565222729308927	0.432524540132252	0.486914957919734	0.650423934654253	0.566136246863044	0.500527064053962	0.726173998763217	0.624704051728304	0.751840925223821	0.475040780322901	0.500659919359643	0.582120241577453	0.741981323676147	0.75574785804121	0.726614220904163	0.317399231890694	0.490929276767893	0.338073301313736	0.632168600502694	0.580021764609182	0.581178173537626
"LDD5CF70R2"	0.728456364615402	0.755846360239153	0.702200251040264	0.617353896851339	0.43555205242422	0.766754332269449	0.5136692538728	0.66533744561229	0.575416002578286	0.872024256499954	0.883308030818198	0.874423580592393	0.407624919389556	0.352361605520428	0.513174856070716	0.732066274557845	0.512055309095089	0.761252210411674	0.65762192353821	0.63662177544796	0.532707148683255	0.714107618511308	0.711136809717768	0.851606930287296	0.733667656928348	0.929974910271727	0.69751818872164	0.632604816447956	0.759654571668697	0.722165339782009	0.310478986171474	0.221773244881018	0.265847297175127	0.608515012651519	0	0.431945705644402	0.370823644789231	0.804276204640455	0.526584589443583	0.770471811661377	0.769083013924251	0.787944295177421	0.6514571411331	0.636802598215114	0.667370859612678	0.361772146042616	0.234594331979331	0.58256173568281	0.645635830991241	0.734367107352521	0.556394919316205	0.779490735436412	0.785692004682867	0.716468726313459	0.726900991053713	0.777445800542673	0.609748621176529	0.382137816822068	0.522047410516615	0.576761957605979	0.522914751376312	0.557471737554347	0.706440334654997	0.869503212969206	0.866044484097956	0.851866838960537	0.70886129331684	0.459853811701782	0.756802361400397	0.316668857266142	0.490186406751783	0.509148425117835	0.912707005711293	0.811287972499644	0.892970272592795	0.700475814075444	0.303271991883349	0.34777321716517	0.839754356342008	0.804330609403135	0.838557331796298	0.851017626453513	0.453273446514907	0.529059978095725	0.839741964092261	0.870781886943005	0.738008895422223	0.892539856311061	0.877317863342672	0.912709682964441	0.706239418193881	0.748757071840745	0.812356295825824	0.406828409798589	0.443263283356988	0.574437689214313	0.814107213981691	0.813624822610096	0.809675243841345	0.620563049857793	0.780159224719798	0.897654210323989	0.763889545616176	0.870179202555613	0.516441915542607	0.643809513178341	0.556447755430578	0.757268878241846	0.708973476638134	0.798869068834615	0.76707619402756	0.666193085722072	0.781754756231087	0.673323970548779	0.618252507584362	0.60977435927415	0.603026042992075	0.770201920784196	0.662403707132911	0.525235532591188	0.726634244099069	0.5135357410446	0.71260813441933	0.583399798986163	0.73276878037202
"LDD5CF70R3"	0.537078315742705	0.519098167237207	0.519844135606879	0.603120720295839	0.521120363319001	0.707540759162027	0.558721895257096	0.705901014630662	0.628819166343843	0.861953664395788	0.871668170655712	0.861873270212987	0.452835914513968	0.438204263094368	0.519258775493539	0.73214641777712	0.435397812494741	0.753750201986292	0.647956951602605	0.629711994490472	0.546427883275255	0.700382894700434	0.694080499120954	0.843452993203493	0.777150456036527	0.931784908454775	0.769805946977107	0.696522558631552	0.697731171798135	0.700011969469562	0.535000047476416	0.546709514398959	0.544208253950217	0.28784281730007	0.431945705644402	0	0.430147039941228	0.77138411888722	0.529350855788966	0.792057450230629	0.755581575720394	0.775059667681936	0.52406489331901	0.522552676431329	0.578075761367628	0.41927811793304	0.374304882496511	0.369299116837489	0.529848296027912	0.731446679112818	0.471620402052224	0.560941270185429	0.633675681921999	0.600295734330522	0.744389939675282	0.764559945728016	0.642176955702771	0.298114064297559	0.312687644457365	0.315892601980897	0.472282050035995	0.509794117402656	0.678177175680452	0.694988933313896	0.830211899854708	0.692185498257768	0.660969191429555	0.566288985663974	0.739957805704821	0.52631348672486	0.50602178257152	0.50458230118911	0.90462567543767	0.794173274774903	0.88729737577584	0.65938521108451	0.468945553776422	0.515242197261261	0.781721012052168	0.751230184808014	0.802026455854716	0.842406623885509	0.504583362587707	0.571816494249429	0.833041297465148	0.857010987366182	0.729514901846669	0.892975514789724	0.866387971353053	0.919617440234883	0.674233979317929	0.725930921604705	0.750881366849861	0.596809367770061	0.536488098646491	0.587507659022372	0.540856483934225	0.558486773121398	0.751663932140895	0.591753656617115	0.702484304127716	0.884944023158113	0.760096317737561	0.868668431976738	0.458668639557297	0.44372226456106	0.372994981259568	0.628275186193104	0.550990553145341	0.583247266065817	0.67577955077556	0.571150958227596	0.695748465182252	0.449195160350534	0.500122546079791	0.556662496532048	0.658502115260568	0.760848775208315	0.659372956238202	0.282808934743701	0.491665135588315	0.314963890366693	0.62202454278159	0.48960064242078	0.567621989920354
