Feature ID	Taxon	Confidence
35dbc9abb674280f3dacfe83ba3a66c1	k__Bacteria	0.9454537502793935
f39f1ec5300e45ad2198cc52fe34a097	k__Bacteria	0.936781880247143
74046bf3ad7f5b60e3d22d556bc972a3	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.999721768381381
95eceb8e8df747aba8f5c9544195dc81	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__	0.9980707029122233
43f132ebed72772f351a47c9fbe7bdd8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae	0.7945796417222007
a3f3bd2392de244ffde66ee5bc09b6ea	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.9594894097588752
15eba070e4520128cc7553892e470a97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.740655153248049
65e35da0cc43b860dcaf963675f36753	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.8657439098658148
1baecc00aec09ae79b71213b4303b932	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.7839290724025093
aedd3e974d8d2473639c5c826c5ca113	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__stationis	0.8247536345550452
7dc1513e6950627fc9485214b01d1373	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	0.7361464474905017
dc0e8c8c30ccd093fad73fd4325c69a1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	0.8761600319413336
fa658ad56d8cf590f405b2931ce1cf13	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.8648597526250608
ae20a35cc6e7a137fc8119e0d2233d7e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.7126991734251749
704903f62b5b6accdf54611241016152	k__Bacteria	0.9482982039885691
6d32435c56acff87d13dc0506e9a69e0	k__Bacteria	0.9262085461479724
8d8d585ed01bdec4802c7aad5db07db7	k__Bacteria	0.9591742888639725
e8b79486b6f0483f99dcf85c56ed1ab7	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum	0.9727435635124061
ad9143231fe8ff694155728b69963c4e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.971566527582223
afe6486a7fd47da19e85bc9913d61a51	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0.9976744542940572
73ed2c9133967f64768bf1d8962cca06	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.9943485575564313
a35d4ff477594092c1deb46a582b12d4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9286408901395972
15c009ed87b568aa5ef9b57bf15ac050	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	0.9310402255960981
19ab56e2f40b1878f43b74fb3b931c38	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis	0.9627189305525533
46a4e798acdb121b054132797837670f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__	0.7685151346927858
0fc3ccb6598ba72481c027935ea8e44e	k__Bacteria	0.9211575428888444
d31dad8ccf9d756b878bd28c3b8bb495	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.9904980336043101
83c5b36bcb31948b37f187dcff1d88ed	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__	0.966197412202164
21cfbc69e187a2b7f53038eeffa882e2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7256790573857783
c6338da9b28c63f86111bddc74eb999d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9884088101764436
4087b40bd2c35e2943ec0b9536968853	k__Bacteria	0.963202300490367
f9c3397b9b09a472200a9b4b044e2097	k__Bacteria	0.9472216111533044
c712547cf378c4f0c868d539137bc5b4	k__Bacteria	0.968553669027175
3250edbe4d11ba78f3bb7dce3901a1b6	k__Bacteria	0.9938957842494166
04c40137d5538b83cffa098ab28ea59e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.9681918340339511
5f11a14dd7d3beeec6c70a8574a472b3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__	0.9622147880724689
97c6d3524453092146ebcfb72e9aaace	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__amylolyticus	0.9814455668983763
ad7bb817475ed5b50febdb5f76958209	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9574867892924882
e08c66b1a193e347868945dbf7321a09	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnobacterium; s__	0.8122266033942614
cf53400ca00269f09b8e726a8072fccd	k__Bacteria	0.9580655418043738
89635c16e3069d1db7ddd5bd4d030d27	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.7694658784933992
d9d29797c4e1839ea282015bd7c4dfba	k__Bacteria	0.9654768383169875
e77fcd4773f6c3071c5ccb7fe00ca86f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__	0.8102253673316572
ecbeec52c58a25ccef2bc29a0052b6ba	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.9986472745528328
6c320016ca2bf01f4d876368a46bdec2	k__Bacteria	0.9694351601953871
05de23e72f53afd5fa736de8398d9f72	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.9265122829657524
7976675c4ec1bdcc32ef451f9a6a6250	k__Bacteria	0.9323583280177661
9ac0e94ca35d301324f10d2690a13db1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Tissierella_Soehngenia; s__	0.7450861846761168
9f4e48c3a367e683b801818ac2681724	k__Bacteria	0.9239957945607653
205a51e699427af935252a9aa6d9dafe	k__Bacteria	0.935703971778401
338eaf3671e372f4f5e0dcedc419ece1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Anaerovorax; s__	0.9894787274222396
4503c91021ccf1fc84455cf511e96451	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9846994012612836
259c94903c2bc307bb23e452b0c3cbef	k__Bacteria	0.9426672020035252
948a6907215045031a2a8a94ba5513f3	k__Bacteria	0.954627961004683
