"Genus","LDD0R1","LDD0R2","LDD0R3","LDD10CF70R1","LDD10CF70R2","LDD10CF70R3","LDD10MHPR1","LDD10MHPR2","LDD10MHPR3","LDD10MLPR1","LDD10MLPR2","LDD10MLPR3","LDD10MR1","LDD10MR2","LDD10MR3","LDD10NUSR1","LDD10NUSR2","LDD10NUSR3","LDD10OKAR1","LDD10OKAR2","LDD10OKAR3","LDD10PKMR1","LDD10PKMR2","LDD10PKMR3","LDD10PR1","LDD10PR2","LDD10PR3","LDD10RIBR1","LDD10RIBR2","LDD10RIBR3","LDD10SBMR1","LDD10SBMR2","LDD10SBMR3","LDD5CF70R1","LDD5CF70R2","LDD5CF70R3","LDD5MHPR1","LDD5MHPR2","LDD5MHPR3","LDD5MLPR1","LDD5MLPR2","LDD5MLPR3","LDD5MR1","LDD5MR2","LDD5MR3","LDD5NUSR1","LDD5NUSR2","LDD5NUSR3","LDD5OKAR1","LDD5OKAR2","LDD5OKAR3","LDD5PKMR1","LDD5PKMR2","LDD5PKMR3","LDD5PR1","LDD5PR2","LDD5PR3","LDD5RIBR1","LDD5RIBR2","LDD5RIBR3","LDD5SBMR1","LDD5SBMR2","LDD5SBMR3","WTD0R1","WTD0R2","WTD0R3","WTD10CF70R1","WTD10CF70R2","WTD10CF70R3","WTD10MHPR1","WTD10MHPR2","WTD10MHPR3","WTD10MLPR1","WTD10MLPR2","WTD10MLPR3","WTD10MR1","WTD10MR2","WTD10MR3","WTD10NUSR1","WTD10NUSR2","WTD10NUSR3","WTD10OKAR1","WTD10OKAR2","WTD10OKAR3","WTD10PKMR1","WTD10PKMR2","WTD10PKMR3","WTD10PR1","WTD10PR2","WTD10PR3","WTD10RIBR1","WTD10RIBR2","WTD10RIBR3","WTD10SBMR1","WTD10SBMR2","WTD10SBMR3","WTD5CF70R2","WTD5CF70R3","WTD5MHPR1","WTD5MHPR2","WTD5MHPR3","WTD5MLPR1","WTD5MLPR2","WTD5MLPR3","WTD5MR1","WTD5MR2","WTD5MR3","WTD5NUSR1","WTD5NUSR2","WTD5NUSR3","WTD5OKAR1","WTD5OKAR2","WTD5OKAR3","WTD5PKMR1","WTD5PKMR2","WTD5PKMR3","WTD5PR1","WTD5PR2","WTD5PR3","WTD5RIBR1","WTD5RIBR2","WTD5RIBR3","WTD5SBMR1","WTD5SBMR2","WTD5SBMR3"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus",0,0,0,0,0,0,0,0,0,0,0.000907829,0,0,0.01920833,0.002789754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001078216,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae.g__Thermoactinomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125288,0.000600861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__",0.000793312,0,0,0,0,0.000241454,0,0,0.000253694,0,0,0,0,0.002543159,0,0,0,0.001053899,0,0.000231,0.000387722,0,0,0.000212198,0,0,0,0.001338509,0.00389814,0.003083784,0.000686158,0.003440717,0.000709622,0,0,0,0,0,0,0,0,0.003377572,0,0,0,0,0.000668265,0,0.001130929,0,0.008679563,0,0.000133525,0.000268848,0.007153602,0.033689277,0.014607659,0,0,0,0.000441209,0,0.000346004,0,0,0,0.012815069,0,0.001428005,0.001579779,0.000633981,0,7.68846e-05,0,0.000341747,0,0.009777607,0.000520442,0,0.000279281,0,0.000241302,0.000441989,0.000193296,0.000194975,0.002884615,0,0,0,0,0.003801777,0.006713858,0,0.000454047,0.00202091,0,0,0,0.000113611,0,0.000441969,0,0,0,0.002963027,0.007199476,0,0,0,0.012531328,0.007732554,0,0,0,0.000122877,0,0.004792332,0.017068404,0.008958948,0,0.003650275,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__.g__",0.011289437,0.011715711,0.008975318,0.004239202,0.008076769,0.048911731,0,0,0,0.000266766,0,0,0,0,0,0,0,0,0,0,0.000258481,0,0.000638413,0.000697223,0,0,0,0.00397091,0.022965129,0.006641996,0,0.000693693,0,0.024823885,0,0.032600718,0,0,0,0,0,0,0,0,0,0,0,0,0.026172935,0.005098585,0.107317073,0.008850988,0.008378676,0,0,0,0,0.013524972,0.018920013,0.009083093,0.003456136,0,0,0,0,0,0.025398541,0.002223362,0.009440698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003926282,0,0,0,0,0.019141506,0.012697949,0.02204685,0,0,0,0,0.007529329,0,0,0,0,0,0,0,0,0,0,0,0,0.015772871,0.004088234,0.012470191,0,0,0,0,0,0,0,0,0.005632262,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__",0,0,0,0.000208485,0,0,0,0,0,0.003441285,0.000854427,0.000412139,0,0,0,0,0.00026758,0,0.002219102,0.000866251,0.002003231,0,0,0,0,0,0.001,0,0,0,0.000536993,0.003135492,0.001206358,0,0,0,0,0,0,0.000847647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564392,0.001383923,0,0.001269345,0,0,0,0.00058601,0,0,0.001579432,0.021767956,0.001739668,0,0.001602564,0,0,0,0,0,0,0,0.002156722,0.000269455,0.000871149,0,0,0,0,0,0.001155624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Aerococcus",0,0,0,0.002536572,0.017033187,0.015798006,0,0,0,0,0,0,0,0,0,0,0.000481644,0,0,0,0,0,0,0,0,0,0.000258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001009082,0,0,0,0,0,0,0,0,0,0.000578994,0.002565418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016343826,0.008942512,0.008286021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302496,0,0,0,0.000781616,0,0,0,0,0,0,0.000106963,0,0,0,0,0.000233996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000531217,0,0,0,0,0,2.19366e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214712,0,0,0,0,0,0,0,0,0,0,0.000210427,0,0,0,0,0.000233618,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus",0.196222615,0.146400622,0.199576166,0.312936516,0.463094762,0.159497775,0.306377657,0.327178681,0.184023594,0.053886784,0.052280252,0.0545148,0.405748037,0.371241361,0.271113365,0.091999572,0.374023333,0.088979223,0.248630044,0.212231462,0.380226171,0.222982932,0.248440799,0.137868316,0.067833475,0.037696991,0.084096774,0.146031321,0.175882378,0.214583926,0.510083532,0.634673548,0.52682373,0.236430728,0.585940019,0.317200355,0.310706005,0.082805922,0.332039324,0.128708454,0.177455664,0.099928355,0.238236673,0.251184318,0.197544186,0.521932613,0.519871064,0.215248722,0.224053251,0.147858951,0.318385198,0.095461343,0.085021865,0.16791489,0.161958884,0.126485186,0.231992696,0.493725091,0.415467295,0.320113632,0.448930068,0.374799054,0.25970046,0.097062203,0.053478314,0.140171369,0.242058131,0.252095091,0.418008727,0.554897314,0.277578191,0.369728066,0.045746358,0.137543939,0.064101938,0.653552903,0.464148773,0.513097785,0.368600501,0.422621749,0.40434838,0.104045102,0.403756906,0.384041443,0.118517074,0.123157051,0.25433526,0.064735336,0.068873311,0.023814762,0.13089607,0.170874991,0.153701616,0.524045556,0.426142488,0.362081254,0.107741578,0.079233059,0.085912293,0.187116032,0.107884734,0.068071759,0.155855216,0.088998005,0.375531412,0.227983419,0.316639894,0.129535328,0.353417722,0.101503759,0.122528276,0.265375803,0.109052067,0.252742217,0.241053052,0.311869816,0.346046326,0.171530945,0.285779088,0.325267888,0.42965191,0.260725435,0.196629213,0.170368234,0.228829994
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Vagococcus",0,0,0,0.004899406,0.003918433,0.007830016,0.014311519,0.010083153,0.058666836,0.001760657,0,0.002435369,0.009003818,0.004607606,0.006746132,0,0.003317992,0,0.004347629,0,0.009240711,0.002424761,0.001915238,0.009761125,0.006389125,0.001298352,0.002548387,0.001740062,0,0,0.001939141,0.001637115,0.001986943,0,0,0,0,0.001226754,0,0.010930181,0.00461209,0.006652792,0,0,0.004874419,0,0.010613625,0.021427666,0.002261859,0.072913324,0.001917578,0,0,0,0.011131539,0.012272522,0.016337514,0.004578988,0.003607318,0.008522409,0.009338922,0.009456265,0.00766151,0,0,0,0.008183117,0,0.005037683,0,0,0,0.00415177,0,0.013328126,0,0,0,0,0,0,0.011099899,0,0,0,0,0,0.005518087,0.00303534,0,0,0,0,0.004237769,0.001508946,0.008236319,0,0,0,0,0,0.009905349,0.017317246,0.012122142,0,0,0,0,0,0,0,0,0,0,0,0,0.006190096,0.00247557,0.005330007,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__",0.144840422,0.191112535,0.13379872,0.001007679,0.001439424,0.006415784,0.006738919,0.00144045,0.005898395,0,0.001441846,0,0,0.006372857,0.008572153,0.005355039,0.040725677,0,0,0,0,0,0,0,0,0,0,0.005621737,0.012753697,0.01072208,0,0,0,0.408453539,0.019456089,0.18648847,0.004997202,0.026793431,0.008268213,0.00673656,0.008290781,0.007642182,0.032984211,0.033542064,0.034344186,0.072155118,0.054365345,0.164997253,0.021261471,0.008307484,0.014129521,0.134058117,0.069699903,0.066751162,0.006317901,0.007128892,0.007928499,0.148986687,0.228659771,0.28187493,0.057136554,0.046288416,0.023033958,0.290155288,0.07195117,0.256802988,0.014011657,0,0.001745339,0,0,0.002103643,0.000461308,0,0.001269345,0.003718518,0,0.005435725,0.04853231,0.030616163,0.030956729,0.000921335,0.003535912,0,0,0,0,0,0,0,0.008973962,0.008173393,0.010647626,0.002270233,0.002101746,0,0.573817808,0.673174575,0.026130425,0.033806532,0.043843366,0.009575171,0.013200852,0.011661808,0.101000558,0.216420624,0.170556553,0.105346913,0.127594937,0.270426065,0.008540432,0.020351319,0.009340223,0.116333018,0.058796424,0.076753117,0.010583067,0.0152443,0,0.269702731,0.165810069,0.229377876,0.084528954,0.155081242,0.158478776
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004237879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4758e-05,0,0,0,0,0,0,0.002084379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013633265,0.018187498,0.019446654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus",0.334380912,0.331472244,0.274495138,0.001355155,0.001119552,0.0248008,0.006530499,0,0.013953193,0.00024009,0.000373812,0.001198951,0.006266657,0.020674386,0.043215826,0.006211845,0.070641122,0.002183077,0.000135863,0,0,0.001283697,0,0.001212562,0,0,0.000967742,0.007451033,0.031947799,0.018312933,0.00071599,0,0.00063866,0.141563234,0.008384392,0.136389973,0.00787559,0.08737837,0.006604487,0.007494981,0.007302476,0.007471598,0.101062998,0.088592431,0.084874419,0.021932613,0.026887849,0.056126115,0.086112188,0.008628374,0.083061396,0.200622398,0.184264112,0.082497984,0.004980779,0.007098812,0.007063572,0.087551938,0.149261972,0.164056368,0.027428487,0.019952719,0.01201127,0.026077732,0.031003678,0.031009698,0.049214498,0,0.007259024,0.003159558,0.01067202,0.0006157,0,0.001360698,0.000537031,0.015936504,0.013420245,0.004047881,0.018485962,0.016023739,0.014140728,0,0,0.001816987,0.003342432,0.019471154,0.009019882,0,0,0,0.0263472,0.017040064,0.035826131,0.002194559,0.001859237,0.001702701,0.108097422,0.106986517,0.114496705,0.089202041,0.256298064,0.000990535,0,0,0.008588483,0.017380554,0.014740622,0.035009548,0.024135021,0.043107769,0.084019389,0.084190664,0.057034976,0.143740871,0.121002673,0.030231294,0,0.003517915,0,0.076045627,0.084335942,0.101219787,0.013050994,0.001442169,0.007326007
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus",0.068529932,0.066999222,0.066234522,0,0,0,0,0,0.000253694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007312982,0,0.0046738,0.001079396,0.001003708,0,0,0.000768682,0.000511753,0.000781616,0,0.000632558,0,0.000864814,0.000845273,0.002649606,0.000891361,0.006492851,0.002101604,0.001535534,0.0011138,0.000534849,0.000511355,0,0.022386161,0.035631465,0.017642881,0.004265019,0.003640662,0.003311749,0.261543448,0.060754275,0.075107498,0.003010769,0,0.000515668,0,0,0,0,0,0,0.000593713,0,0,0,0.000453831,0,0,0,0.000309274,0,0,0,0,0,0,0,0,0,0.000454047,0.000377236,0.000395977,0.020955243,0.021800035,0.003044763,0.002984971,0.004596482,0.001320713,0.00184528,0,0.007214326,0.011271907,0.008409714,0,0.002362869,0.006015038,0.005693622,0.010332899,0.003477742,0.00435318,0.006512457,0.005155453,0,0.001824104,0,0.040442447,0.015447962,0.032828039,0.008902334,0.009037593,0.008726568
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__",0.00643803,0.008741019,0.00727167,0.000451718,0.000719712,0.007692042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271175,0.001043742,0,0.000166486,0.000354811,0.009661188,0.002042352,0.051489049,0.000639642,0.003708144,0.000756239,0.003925942,0.000494153,0.002592883,0.000781616,0.001089028,0.000781395,0.001271456,0.001808247,0.002070918,0.045883417,0.015794916,0.019680404,0.003960716,0.003304737,0.002995737,0.002473675,0.004752594,0.0015857,0.002204698,0.005006074,0.011849138,0.036105596,0.019858156,0.015125303,0.001149188,0.000970128,0.001318226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003580744,0,0.001878993,0,0,0,0.00086984,0.001575906,0.004703476,0.001075978,0.004021922,0.000110059,0.001135557,0,0.000386482,0.00072722,0.000566947,0.002864418,0.003037975,0,0.063976302,0.092771463,0.064487281,0.071054214,0.001689552,0.000683887,0,0.001889251,0,0.001641894,0.002044154,0.000772424,0,0.000480723,0.000538677
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc",0,0.000686467,0.000623286,0,0,0,0,0,0.000221983,0,0.00032041,0,0.000864366,0.001376298,0.010905402,0,0,0,0,0,0,0,0,0,0,0,0.000387097,0,0.000423711,0,0,0,0,0.000670916,0.00096743,0.000618023,0.000439754,0.001031589,0.000655407,0.003078296,0,0.001296442,0.080897296,0.104383338,0.077172093,0,0.000628956,0.000633955,0.000452372,0.000392199,0.000605551,0.000646648,0.000901292,0.000537696,0.001437406,0.003759964,0.003796069,0.000678369,0.000846615,0.005831122,0,0.00070922,0.000444862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530481,0,0,0,0,0,0,0,0.003431038,0,0.001679484,0.000605327,0.001277502,0,0.022244171,0.029452403,0.018425777,0,0,0,0,0,0,0,0,0,0,0.000651466,0.000793831,0,0.000408831,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus",0,0,0,0,0,0,0,0,0.000221983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214682,0,0.001784519,0,0.000648221,0,0,0,0,0,0,0,0.000249581,0,0,0,0,0.00120341,0.003519326,0.002018163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118155,0,0.000397772,0.000330178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter",0,0,0,0,0,0,0,0.00039285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__",0,0,0,0,0,0,0,0,0,0.000400149,0,0.00269764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677419,0,0,0,0,0,0,0,0,0,0,0,0,0.000535356,0,0.001398792,0,0,0,0,0,0,0,0,0,0,6.67624e-05,0,0.000267424,0,0.000480515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002075885,0,0.000927598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109999,0,0,0,0,0.000215564,0.000118793,0,0,0,0,0,0.000550297,0,0.001227559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__",0.00015256,0,0,0,0.000239904,0,0.004793664,0.006482027,0.005042177,0,0.002456478,0.000449607,0,0,0,0,0,0,0,0,0,0,0,0,0.000611725,0.00232808,0,0,0,0,0,0,0,0,0,0,0.001719037,0.003512979,0.000352912,0.000401517,0.000329435,0.000307052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198334,0,0.001373626,0.005900462,0.002998501,0.007143667,0,6.24961e-05,0,0.000231307,0,0.00013964,8.49293e-05,0,0,0.012680249,0.000445658,0.006490385,0,0.000613121,0.00043362,0.000274997,0,7.29767e-05,0,0.000113512,0.000107782,0.005860458,0,0,0.000772552,0.000485926,0.003270574,0.000660357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__",0,0.000183058,0,0,0,0,0,0,0,0.003067812,0.001655452,0.001423754,0,0,0,0,0,0,0,0.001328251,0,0.003851091,0.003634042,0.002212926,0.002073067,0.007029011,0.002677419,0,0,0,8.94988e-05,0,0.000106443,0,0,0,0,0,0,0.00298907,0.002800198,0.005595169,0,0,0.000111628,0,0,0,0,0.000463508,0,0,0.000133525,0.000499289,0,0.006767935,0.003844121,0,0,0,0,0,0,0.000883991,0.003193338,0.002699225,0,0.000684112,0,0,0,0.000256542,0.019720909,0,0.010350046,0,0,0,0,0,0,0.000109683,0,0,0.00100273,0,0,0.010882894,0.00758835,0.014519855,0,0,0,0.000340535,0,0.000118793,0,0,0,0.00034709,0,0.01942549,0.017033357,0.034831978,0,0,0,0,0,0,0,0,0,8.5918e-05,0,0.000140284,0.015974441,0.013811075,0.007824904,0,5.84044e-05,0,0.000259291,0,0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Alkaliphilus",0,0.000274587,0.000124657,0,0,0,0,0,0,0.001200448,0,0,0,0,0,0,0,0,0,0.000635251,0,0,9.82174e-05,0,0,0.000268625,0,0,0,0,0,0,0,0,0,0,0.000199888,0.000195165,0,0.010260986,0.0065887,0.016341988,0,0,0,0,0.000117929,0,9.69368e-05,0.000213927,0,0,0.000166906,0,0.000701989,0.001413746,0.001441545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001037943,0,0.000683494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011116003,0.004258339,0.008439466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
